user,text,tag
O. 홈즈,"젊음은 시들고, 사람은 스러지며, 우정의 나뭇잎은 떨어져도 어머니의 비밀어린 희망은 살아남는 것이다.",['어머니']
버트런드 러셀,만약 모든 것을 철학적으로만 따지는 인간이라면 『인생은 어리석기 짝기 없는 것이다. 왜냐하면 자기가 바라는 것을 모조리 차지한 인간이 조금도 행복하지 않기 때문이다.』라고 결론을 내릴 것이다. 그러나 그 작자는 바라는 것을 모조리 가질 수 없다는 것이 행복에게는 빼놓을 수 없는 요소의 하나임을 전혀 잊어버리고 있는 것이다.,"['행복', '부족함']"
존 스튜어트 밀,나는 지금까지 자기의 욕망을 충족시키려고 힘쓰는 것보다는 오히려 그것을 제한함으로써 행복을 구하는 것을 배워왔다.,"['욕망', '행복']"
쇼펜하우어,온갖 제한이 사람을 행복하게 한다. 우리들의 시계나 활동 영역 혹은 접촉 범위가 좁으면 좁을수록 그만큼 더 우리들은 행복하다. 반대로 그것들이 넓으면 넓을수록 그만큼 더 우리들이 괴로와하고 애태우는 도수가 더해 간다.,"['제한', '행복', '사람환경']"
G. 프룬스베르크,적이 많으면 많을수록 행복도 크다.,"['적(enemy)', '행복']"
페르시아 속담,옷은 세탁할 수 있지만 양심은 세탁할 수가 없다.,['양심']
칼멘 실봐,행복은 산울림과 같다. 당신에게 대답을 하면서 찾아오지는 않는다.,['행복']
니체,세상에는 우리의 침울한 두 눈으로 발견할 수 있는 이상의 행복이 있는 법이다.,['행복']
체호프,참다운 행복은 고독이 없이는 있을 수 없다. 타락한 천사가 신을 배반한 것도 천사들이 알지 못하는 고독을 바랐기 때문일 것이다.,"['행복', '고독', '신(god)', '천사']"
스위프트,"환희는 짧고 무상한 것이며, 쾌활은 정착되어 항구적이다.","['환희', '쾌활']"
쇼펜하우어,모든 사람에게는 태어나면서 지닌 과실이 한가지씩 있다. 그것은 우리들이 행복을 위해 태어났다고 믿는 일이다.,"['행복', '믿음']"
웨인,사랑이란 양심이 무엇인가를 알기엔 너무 젊다. 그러나 양심이란 사랑의 산물임을 모를 사람이 누군가?,"['사랑', '양심']"
H. 필딩,양심이야말로 우리가 갖고 있는 것 중에서 유일하게 매수가 안되는 것이다.,"['양심', '매수']"
영국 속담,양심은 영원한 축일(祝日)이다.,['양심']
구약 잠언,"악인은 쫓아오는 자가 없어도 도망하나, 의인은 사자같이 담대하니라.","['악인', '의인']"
T. 타소,현명하고 용감한 사람은 자신의 행운의 건축가이다.,"['행운', '용감', '용자']"
장 드 라브뤼예르,"만약 인생이 불행하다면 우리는 그 괴로운 짐을 벗어 버리려고 애쓴다. 반대로 만약 인생이 행복하다면 그것을 잃어버릴까 겁을 낸다. 깊이 생각하면, 행복이고 불행이고 마음에 부담이 되는 점은 일반이다.","['인생', '행복', '불행', '마음']"
리오 에이크먼,낮에는 너무 바빠서 걱정할 틈이 없고 밤에는 너무 졸려서 걱정할 틈이 없는 사람은 축복받는 사람이다.,"['걱정', '사람', '인생살이']"
월터 스코트,기쁨이 없는 인생은 기름이 없는 램프다.,"['기쁨', '인생']"
빌헬름 뮐러,불행을 극복하는 것은 행복을 지배하기보다 쉽다.,"['불행', '행복']"
셰익스피어,과거를 변명하면 그 과거를 드러나게 한다.,"['과거', '변명']"
J. 플레,"희망은, 희망을 갈망하여 추구하는 사람을 결코 외면하지 않는다.",['희망']
쇼펜하우어,"명예는 밖에 나타난 양심이며, 양심은 안에 잠기는 명예이다.","['양심', '명예']"
메난드로스,양심은 우리 내면에 있는 하느님의 음성이다.,"['양심', '하느님', '신(god)']"
체호프,일을 하지 않으면 안된다. 살아간다는 행복의 뜻도 모두 그 안에 포함되어 있다.,"['일(work)', '행복', '삶']"
토마스 아 켐피스,보다 많이 갖는 것보다는 보다 적게 바라는 것을 언제나 택하라.,"['선택', '소유']"
세네카,운명은 부를 빼앗아 갈 수 있으나 용기를 빼앗아 갈 수 없다.,"['운명', '용기', '부(wealth)']"
이순신,"병법에 이르기를 반드시 죽으려 하면 살고, 살려 하면 반드시 죽는다고 했고, 또 한 사람이 길목을 지키면 천 명도 두려울 것이 없다고 하였으니 이는 우리를 두고 하는 말이다.","['병법', '삶', '죽음']"
A. W. 슐레겔,이상의 샘은 영원을 향한 끊임 없는 갈망이며 신을 향한 동경이다. 따라서 우리들의 천성이 가지는 가장 고귀한 것이다.,"['이상(ideal)', '천성']"
셰익스피어,곤궁한 사람에게 마시게 할 약은 오직 희망뿐이다. 부유한 사람에게 마시게 할 약은 오직 근검뿐이다.,"['희망', '근검', '부자', '빈자', '가난']"
헤겔,보다 높은 이상이 없었더라면 인류는 쉬지 않고 일하는 개미 떼와 무슨 차이가 있을 것인가.,"['이상(ideal)', '인류', '인간']"
에디슨,"내가 처세하는 신조는 일하는 것이다. 특히 자연계의 신비를 구경하고, 인류의 행복에 이바지하려는 일이다. 만물을 밝게 보며, 인류의 행복을 찾는 것이다.","['처세', '신조']"
생트 뵈브,그들의 행복을 이루어 준 것이 그들의 고통이 된다.,"['행복', '고통']"
에픽테토스,불안스러운 마음으로 풍부하게 사느니보다도 나는 두려움과 걱정이 없이 부족한 생활을 하는 것이 오히려 행복하다.,"['마음', '행복']"
헬렌 켈러,희망은 사람을 성공으로 이끄는 신앙이다. 희망이 없으면 아무 것도 성취 할 수 없다.,"['희망', '성공', '신앙', '인간']"
퀸틸리아누스,양심은 천 명의 증인에 맞먹는다.,['양심']
괴테,희망은 불행한 인간의 제2의 영혼이다.,"['희망', '불행']"
바그너,여행과 변화를 사랑하는 사람은 생명이 있는 사람이다.,"['사람', '여행', '변화']"
페릭스 바이세,행운이 재산을 주는 자에게는 걱정도 또한 준다.,"['행운', '재산', '걱정']"
로버트 프로스트,모자라는 부분을 채워가는 것이 행복이다.,"['행복', '채움']"
도스토예프스키,인간에게는 행복 이외에 그것과 같은 정도의 불행이 항상 필요하다.,"['인간', '행복', '불행']"
J. T. 트로브릿지,행복은 보상에 있지 않다. 노력하는 힘 속에서 찾아진다.,"['행복', '노력']"
카뮈,"우리는 우리의 슬픔을 느끼며, 그로 인해서 우리는 더욱더 자신을 사랑하게 된다. 그렇다. 행복이란 아마 그런 것일 터이다. 이를테면 우리의 불행을 불쌍히 여기는 마음 그것일터.","['행복', '불행', '마음']"
플루타르크,"시간은 모든 권세를 침식하고 정복한다. 시간은 가만히 기회를 노리고 있다가 이를 포착하는 자의 벗이며, 때가 아닌데 조급히 서두는 자에게는 최대의 적이다.",['시간']
니체,너의 양심은 무엇을 말하고 있는가? 본래의 너 자신이 되라.,"['양심', '자기자신']"
아우구스티누스,"양심과 명성은 두 개의 사물이다. 양심은 너희 자신에게 돌려야 할 것이고, 명성은 너희 이웃에 돌려야 할 것이다.","['양심', '명성']"
빈데르반트,지상에 있어서의 생활과정에서 행복과 불행의 분배는 윤리와는 관계없이 행하여지고 있는 것이 사실이다.,"['행복', '불행', '윤리']"
글라임,남을 복되게 하여 주면 자기의 행복도 한층 더해진다.,"['행복', '베풂']"
조지프 애디슨,진정한 행복은 은퇴적인 것이며 화려함과 소음과는 적이다. 그것은 첫째 자기 자신의 즐거움으로부터 나오며 그 다음으론 우정과 몇 사람의 절친한 지기와의 대화에서 온다.,['행복']
A. 포우프,희망은 영구히 인간의 가슴에 솟아난다. 인간은 언제나 현재 행복하다고는 할 수 없으며 언제나 앞으로 행복해지는 것이다.,"['희망', '행복']"
구약 욥기,내가 내 의를 굳게 잡고 놓지 아니하리니 일평생 내 마음이 나를 책망치 아니하리라.,"['의지', '책망']"
넬슨,"곤란한 위험이 닥쳐왔을 때야말로, 더욱 굳은 결심을 하고 용기를 내야 한다.","['곤란', '위험']"
라 로슈푸코,"사람은 자기가 행복되기를 원하는 것보다 남에게 행복하게 보이기를 더 애를 쓴다. 남에게 행복하게 보이려고 애쓰지만 않는다면, 스스로 만족하기란 그리 힘드는 일이 아니다. 남에게 행복되게 보이려는 허영심 때문에 자기 앞에 있는 진짜 행복을 놓치는 수가 많다.","['행복', '허영심']"
포이에르바하,불행할 때 하느님의 도움으로 위로를 받는 사람들보다도 행복할 때에 하느님의 도움을 필요로 하는 사람을 나는 한층 더 존경한다.,"['불행', '행복', '하느님', '신(god)']"
영국 속담,양심은 죄의 고발자이다.,"['양심', '죄(sin)']"
레이디 메리 워틀리 몬터규,풍자는 날카롭게 번쩍이는 면도날처럼 거의 느껴지지도 보이지도 않는 접촉으로 상처를 주어야 한다.,['풍자']
A. 아우구스티누스,아무도 묻지 않을 때라면 나는 시간이 무엇인지를 안다. 하지만 누가 시간이 무엇이냐고 물을 때면 나는 모른다.,['시간']
파스칼,진리에게 설복 당하기를 두려워 하는 자보다 더 불행한 인간은 이 세상에 없다.,"['진리', '불행']"
버트런드 러셀,불행한 인간이란 것은 잠자는 것이 서투른 사람이 불편을 자랑거리로 삼는 것과 같이 항상 자기가 불행하다는 사실을 자랑 삼고 있다.,"['불행', '인간']"
버틀런드 러셀,행복한 생활이란 대체로 고요한 생활이어야 한다. 왜냐하면 고요하다는 그 분위기 속에서만이 참다운 환희가 살아날 수 있기 때문이다.,"['행복', '생활']"
죤 호스텔,모든 만족은 괴로움을 지불함으로써 얻게 된다. 만족의 그 대금은 이전에 다 지불되어 있는 것이다. 허위의 만족은 나중에 그 대금을 지불하게 되는 법이다.,"['만족', '괴로움']"
겔레루프,마음의 만족을 얻고자 하거든 엄격하게 자기를 극복하는 기술을 배우라. 지위도 재산도 인간에게 만족을 주지는 않는다.,"['만족', '자기극복']"
안병욱,"행복과 불행은 같은 지붕 밑에 살고 있으며, 번영의 바로 옆방에 파멸이 살고 있고, 성공의 옆방에 실패가 살고 있다.","['행복', '불행', '성공', '실패']"
괴테,"기쁨에는 괴로움이, 괴로움에는 기쁨이 없으면 안된다.","['기쁨', '괴로움']"
디즈레일리,여행은 사람의 마음을 관대하게 한다.,['여행']
러스킨,인간은 신을 부정할 수 있으나 그 양심을 부정할 수는 없다. 그 양심이 곧 신이다.,"['인간', '신(god)', '양심']"
프랭클린,깨끗한 양심은 끊임없는 크리스마스와 같다.,['양심']
페레스,행복과 불운은 인간이라는 돌을 갈기 위하여 자연에게 고용되어 있는 두 사람의 조작사이다.,"['행복', '불운', '운(luck)']"
파스칼,"많은 사람들은 자기의 만족을 잃게 되는 것을 아주 슬픈 일이라고 생각한다. 그러나 기쁨을 아는 동시에 그 기쁨의 이유가 없어진 때, 슬퍼하지 않는 사람만이 옳은 사람이다.","['만족', '기쁨']"
다나카 요시키,"애국심은 미덕의 한 부분이지만, 애국심을 강요하는 건 추악함 그 자체다.",['애국심']
셰익스피어,모든 사람이 다 생명을 존중한다. 그러나 용자는 생명보다 명예를 존중한다.,"['용자', '명예']"
칸트,"항상 생각할수록 더욱 그 감탄이 새로워지고, 경건한 마음을 일으키게 하는 것에 두 가지가 있다. 하나는 밤하늘의 별이고, 다른 하나는 나의 가슴 속에 있는 양심이 그것이다.","['양심', '별(star)', '감탄']"
공자,용자는 두려워하지 않는다.,['용자(勇者)']
비스마르크,인생의 긴급사는 과단성 있게 밀고 나가라. 여기저기 돌아다 보고 주저하는 것은 어리석은 짓이다.,['인생']
카네기,그대가 불쾌한 기분으로 들어가기 때문에 모든 것이 불쾌해지는 것이다. 먼저 유쾌하게 생각하고 행동하라.,"['기분', '행복']"
몽테뉴,"기도는 하늘의 축복을 받고 노동은 땅에서 축복을 파낸다. 기도는 하늘에 차고, 노동은 땅에 차니, 이 둘이 당신의 집에 행복을 실어다 준다.","['기도', '노동', '행복']"
죠지 허벌,그대는 한 필의 말을 개울까지 몰고 올 수는 있다. 그러나 그는 마시고 싶을 때 마시고 싶은 것을 마시리라.,['말(horse)']
엔리케 J. 폰셀라,예술과 마찬가지로 행복도 계산에 의해 성취될 수 있는 것이 아니다.,"['행복', '예술']"
단테,자연은 신의 예술이다.,"['자연', '신(god)', '예술']"
그리스 속담,어떠한 기쁨도 등에는 고통을 업고 있다.,"['기쁨', '고통']"
H. 스펜서,모두가 행복해질 때까지는 아무도 완전히 행복해질 수는 없다.,['행복']
에이브리,번영과 행복은 결코 한데 붙어 다니지 않는다. 행복하게 될 모든 것을 갖고 있는 것 같이 보이는 사람으로 비참하게 지내는 사람이 많다. 행운은 많은 것을 줄 수 있다. 그러나 그 많은 것을 부족치 않게 하는 마음이어야 한다. 내 마음은 내게 왕과 같다. 나는 그 속에서 나를 기쁘게 하는 것을 항상 발견한다.,"['행복', '마음']"
톨스토이,"선의 영광은 그들의 양심에 있지, 사람들의 말에는 없다.","['선(good)', '양심']"
셰익스피어,양심이란 작자는 사람을 마음 약하게 해 버리는 거야. 훔치려고 하면 꾸짖는다. 중상(中傷)하려고 하면 야단한다. 양심이란 작자는 사람의 가슴 속에서 ,
,모반(謀叛)을 일으키는 아주 고약한 자야.,['양심']
영국 속담,좋은 양심은 부드러운 베개다.,['양심']
로버트 루이스 스티븐슨,행복해지는 의무만큼 사람이 존중하지 않는 의무는 없다.,"['행복', '의무']"
앙드레 지드,행복은 대항의 의식 가운데는 없다. 협조의 의식 가운데 있다.,"['행복', '의식', '협조']"
모리악,죽을 때까지 한 마음 속에서 만이라도 깊이 파고 들어갈 수 있다면 그것으로써 행복하다고 생각하지 않으면 안된다.,['행복']
칼라일,이상은 우리 자신 속에 있다. 동시에 이상의 달성을 방해하는 모든 장해도 또한 우리 자신 속에 있다.,"['이상(ideal)', '자기자신']"
타고르,"근육이나 돈의 힘은 눈 앞의 만족을 얻는 기회를 갖고 있지만, 이상의 힘은 무한의 인내력을 갖지 않으면 안된다.","['만족', '이상(ideal)']"
칼라일,"그 어떤 환경, 어떤 생활 속에서도 인간이 찾아야 할 의무와 이상이 있다. 우리가 처해 있는 환경이 매우 불행하고, 보잘 것 없는 것이라 할지라도 그 속에서 우리가 찾아야 할 이상은 있는 것이다. 어려운 환경에서 자기를 떳떳이 향상시키는 것이 우리가 자유를 얻는 길이다.","['이상(ideal)', '자유', '사람환경']"
서머셋 모옴,양심은 개인이 자기 보존을 위해 계발한 사회의 질서를 지키는 수호신이다.,"['양심', '개인', '사회', '질서']"
맹자,"사람들이 벌거숭이 산을 보고 저기에는 본래 나무가 없었다고 하니, 이것이 어찌 산의 본성이겠는가? 이와 마찬가지로 사람의 본성엔들 어찌 양심이란 것이 없을소냐? 사람이 양심을 잃어 버리는 일도 도끼로 나무를 날마다 찍어 내는 일과 흡사한 것이니, 아름다울 수가 있으랴!","['양심', '본성']"
에머슨,사상을 가지며 이상을 갖는다는 것은 영원한 기쁨이며 환희의 꽃이다.,"['사상', '이상(ideal)']"
남이,백두산의 숱한 돌칼을 갈아 다하고 두만강의 푸른 물은 말을 먹여 잦아졌도다. 사나이 스무 살에 나라를 평정하지 못할진대 뒷 세상에서 그 누가 대장부라 일컬으랴!,"['사나이', '대장부']"
에머슨,어떠한 용어를 사용하든 인간은 양심을 속일 수는 없다.,['양심']
하이네,삶의 어두운 길을 인도하는 유일한 지팡이는 양심이다.,"['이성(reason)', '양심']"
괴테,행동하는 자는 항상 양심이 없다. 관찰하는 자 이외에는 누구에게도 양심이 없다.,"['양심', '행동', '관찰']"
장자크 루소,자연은 절대로 우리를 속이지 않는다. 우리를 속이는 것은 언제나 우리 자신이다.,"['속임', '자연', '자기자신']"
영국 속담,"눈에는 보이지 않지만, 우리들의 일거일동을 아는 자가 둘이 있다. 즉 신이요, 즉 양심이다.","['양심', '신(god)']"
괴테,신과 자연을 떠난 행동은 곤란하며 또한 위험하다. 왜냐하면 우리는 자연을 통해서만 신을 인식할 수 있기 때문이다.,"['자연', '신(god)']"
프리드리히 실러,지나치게 숙고하는 인간은 큰일을 성취할 수 없다.,"['성취', '숙고', '생각']"
라 로시푸코,한 번도 위험한 일에 몸을 던져 본 적이 없는 사람은 자기의 용기를 장담할 길이 없다.,"['용기', '위험']"
스위프트,"행복이란, 교묘히 속여지는 상태의 끊임없는 소유이다.",['행복']
위고,"운명은 화강암보다 견고하지만, 인간의 양심은 운명보다도 더 견고하다.","['운명', '양심']"
아우렐리우스,도박에 의하여 행복을 붙잡으려고 하는 것은 신의 법칙을 무시하는 일이다.,"['도박', '행복', '신(god)']"
헤밍웨이,"이상을 지니고 산다는 것은, 성공적인 생활이다. 이상이란 누구나가 지금 하고 있는 일이 아니라, 해 보려고 애쓰는 일이며, 그것으로써 인간은 강해지는 것이다.",['이상(ideal)']
괴테,보람있는 일에 복종하는 것이 인간의 지혜이다. 그 일을 방해하는 것들을 정복해 나가는 것이 곧 생활이다. 정복이 없이는 생활의 내용을 얻지 못한다. 우리의 하루는 정복의 노력으로 빛나야 한다.,"['정복', '생활', '순간']"
에셴바흐,남이 행복하지 않다는 것은 극히 당연한 일처럼 여겨지지만 자기 자신이 행복하지 않다는 것은 좀처럼 납득할 수 없는 법이다.,"['행복', '자기자신']"
A. 헉슬리,우리가 가져야 하는 것은 현실주의와 조화되는 이상주의이다.,"['이상주의', '현실주의']"
톨스토이,완전무결의 경지에 한 걸음이라도 접근하려면 우리는 오직 우리 자신의 노력에 기대할 수밖에 없다.,"['완전무결', '노력']"
포박자,포효하는 자가 반드시 용기 있는 자가 아니다.,"['용기', '포효']"
A. 기터먼,"양심을 팔지 말라, 쇠고랑은 그렇게 해서 만들어진다. 노예란 누구냐, 돈으로 살 수 있는 자가 아니더냐?","['양심', '노예', '돈(money)']"
에케르만,사람은 누구나 다 자기 자신의 일로부터 시작하여 우선 자기 자신의 행복을 이룩하지 않으면 안된다. 그렇게 하면 거기서부터 마침내는 전체의 행복이 생기게 될 것이다.,"['행복', '직업', '일(work)']"
라 퐁텐,불행한 사람을 비웃지 말라. 자기의 행복이 영원할 것이라고 누가 장담할 것인가.,"['불행', '행복']"
발자크,불행 앞에 우는 사람이 되지 말고 불행을 새로운 출발점으로 삼는 사람이 되라.,['불행']
B. 존슨,사람들은 보물을 찾아 헤매고 있다. 어디 가면 노다지가 있을까 하고 눈을 두루 살피고 있다. 그러나 보물은 우리의 눈 앞에 있는 것이다. 현재의 이 시간이 더 없는 보물이다.,"['시간', '보물']"
아우어바흐,자기가 가진 것으로 만족하지 않는 자는 바라던 것을 가지게 되어도 역시 만족하지 않을 것이다.,['만족']
에머슨,틀림없는 독극물은 시간이다.,['시간']
J. 케네디,이어 받은 모든 이상에 대해서 경건한 사의를 표하자. 그리고 신의 가호와 이상을 전세계 동포들과 나눌 결의를 더욱 굳게 하자.,['이상(ideal)']
마르코 폴로,"이상은 별과 같은 것이다. 제군은 제군의 손으로 그것을 만져 볼 수는 없으리라. 그러나 황량한 대양을 항해하는 사람과 같이 제군은 제군의 이상을 길라잡이로서 택하고, 이에 따름으로써 제군의 운명을 결정할 것이다.",['이상(ideal)']
P. 발자크,시기 없는 행복은 없다.,"['시기', '행복']"
채닝 폴럭,행복이란 넘침과 부족함 사이에 있는 중간역이다.,['행복']
덴마크 속담,기쁨도 신열과 마찬가지로 단 하루뿐의 일이다.,['기쁨']
아르놀트 슈미트,모든 재보에서 단 한 가지만을 골라야 한다면 나는 만족을 택하겠다. 행복을 가짐으로써 부러워하는 자들을 괴롭히고 싶지는 않다. 내 마음이 즐거우면 그것으로 충분하다.,"['만족', '행복', '마음']"
뷜헤름 고텔,절도는 만족의 어머니이다.,['절도']
H. 데브류 톰프손,집이 화염에 싸여 있지 않는 한 서로 큰 소리로 이야기를 마라.,"['가정생활', '말(words)']"
보에티우스,인간은 신의 생활에 참여함으로써만 참되게 행복해진다.,"['인간', '신(god)', '행복']"
단테,양심이야말로 스스로 돌아보아 부끄럽지 않다는 자각을 갑옷 삼아 아무것도 두렵게 하지 않는 좋은 친구이다.,"['양심', '두려움']"
영국 속담,게으른 사람의 머리는 악마의 일터이다.,"['게으름', '악마(devil)']"
러시아 속담,남자가 술을 마시면 집이 절반 불탄다. 여자가 마시면 온 집이 불타 버린다.,"['남자', '여자', '술(alcohol)', '음주']"
러시아 속담,믿어라. 그러나 확인하라.,"['믿음', '검증']"
바루흐 스피노자,누구나 재물과 명예와 즐거움을 가장 얻고 싶어한다. 그러나 이 세 가지는 우리의 정신이 참된 것을 발견하지 못하도록 방해한다. 이것을 앞세우면 우리는 참된 정신 활동을 잃어버리고 만다.,"['정신', '재물', '명예', '즐거움', '인생살이']"
마르틴 루터,새가 머리 위를 지나는 것을 막을 도리가 없지만 머리에 집을 짓는 것은막을 수 있다. 마찬가지로 나쁜 생각이 머리를 스치는 것은 막지 못해도 머리 가운데 자리잡은 것은 막을 수 있다.,['생각']
채근담,사람의 고민은 밭에 난 잡초와 같아 뽑지 않으면 무성하여 곡식에 해를주지만 서둘러 뽑아 버리면 곡식은 잘 자란다. 우리에게 밭에 잡초가 나는 것을 막을 힘은 없지만 뽑아 버릴 힘은 있다.,['고민']
중국 속담,"빨리 하려고 하면, 일이 되지 않는다.","['서두름', '인생살이']"
중국 속담,노름판에 사흘 붙어 앉으면 신령(神靈)도 돈을 잃는다.,"['노름', '도박', '신(god)']"
토머스 제퍼슨,화가 나면 열까지 세어라. 더 화가 나면 백까지 세어라.,"['노여움', '화(Anger)', '분노']"
앙드레 폴 기욤 지드,"거짓말은 왜 하는가? 자기의 잘못을 숨겨 자신의 몸이나 명예 그리고 이익을 지키기 위해서다. 그러나 알고 보면 거짓말로는 이런 것들을 결코 지킬 수 없다. 도금이 벗겨지면, 언젠가는 때운 자리가 드러나는 법이다.","['거짓말', '잘못', '이익']"
볼테르,눈물은 슬픔의 말 없는 말이다.,"['눈물', '슬픔']"
몽테뉴,후회는 사람의 의지를 부정하는 데 지나지 않는다. 또한 후회란 사람의 이상에 대한 반항에 지나지 않는다. 그리고 후회란 사람을 여러 곳으로 끌고 다녀서 갈팡질팡하게 만든다. 그러므로 후회란 자신의 지난날의 덕행과 절제마저 부인하고 만다.,['후회']
키에르케고르,절망은 죽음에 이르는 병이다.,['절망']
소크라테스,지나친 욕망은 가끔 무서운 증오를 일으킨다.,"['욕망', '증오']"
채근담,"순풍에 돛을 단 것과 같은 행운은 즉, 잘 가꾸면 꽃이 피고 어느 정도 오래 갈 수 있다. 또 권력이나 모략으로 얻은 부귀나 명예라면 이것은 화병에 꽂아 놓은 꽃과 같다. 뿌리가 없으니 얼마 안가서 시들고 만다.","['행운', '부귀', '권력', '명예']"
셰익스피어,슬픔이란 누구든지 이겨 낼 수 있는 일이다. 그런데 이 슬픔을 이겨 내지 못하는 사람은 늘 슬픔뿐이다.,['슬픔']
