user,text,tag
영국 속담,너무 고르는 자가 가장 나쁜 것을 갖는다.,"['고르기', '선택', '인생살이']"
보브나르그,절망은 우리들의 전진을 가로막는다. 절망은 우리들의 희망을 좀먹는다. 절망은 우리들의 강한 의지를 꺾어 눕힌다. 절망은 우리들의 연약한 힘을 견디기 어렵게 만든다. 까닭에 절망은 인간에게 있어서 죽음보다도 더 무서운 현상인 것이다.,['절망']
몽테뉴,"만나고, 알고, 사랑하고, 그리고 헤어지는 것은 몇몇 인간의 슬픈 이야기이다.","['인생살이', '인간관계', '슬픔']"
노자,발돋움을 하고 서 있는 사람은 오래 서 있을 수가 없다. 자기의 실력을 생각지 않고 자랑하고 무리해서는 안된다. 공이 있다고 해서 그것을 자랑하지 말라! 그 때문에 도리어 그 빛이 엷어진다. 그리고 자기의 재능을 너무 믿지 말라! 왜냐하면 마음이 흩어지고 노력이 부족해서 실패하기 쉽기 때문이다.,"['인생살이', '실력', '재능']"
매라스다시오,"극도에 달하는 슬픔은 길게가지 않는다. 왜냐하면 어떤 사람은 그 슬픔을 이겨 내는가 하면, 또 어떤 사람은 그 슬픔에 젖어 버려 무감각 해지기 때문이다.",['슬픔']
라 로슈푸코,"인간이 울며 슬퍼하는 데에는 여러가지 위선이 깃들어 있다. 사람은 가장 친한 사람의 죽음을 슬퍼하는 척할 때 사실에 있어서는 자신의 슬퍼할 때가 있다. 즉 자신의 행복, 즐거움 그리고 그 친한 사람으로부터 사랑을 받았던 자기가 허무하게도 없어지는 것을 슬퍼하는 것이다.","['슬픔', '위선', '자기자신']"
레보크,"우리들이 제 스스로 노하거나 슬퍼하거나 하는 것은, 우리들을 노하게 만들고 슬프게 만드는 인간보다 그 이상으로 더 큰 해를 가져온다.","['슬픔', '노여움', '자기자신']"
톨스토이,"다른 사람에게 거짓말을 하는 것은 나쁜 일이다. 그러나 자기 자신에 대해서 거짓말을 하는 것은 더욱 나쁜 일이다. 왜냐하면 다른 사람에게 거짓말을 했을 경우에는 그 사람이 그 거짓말을 폭로해 주지만, 자기에 대한 거짓말은 그것을 폭로해 주는 사람이 없기 때문이다. 그러므로 자기 자신에 대해서 거짓말을 하지 않도록 노력해야 한다.","['거짓말', '자기자신']"
논어,"사람들은 당장 눈앞에 오는 일만 걱정할 뿐이고, 장차 닥칠 일을 미리 생각하여 막아 내는 데는 힘쓰지 아니하니 반드시 불시의 화가 미칠 것이다. 빨리 서둘러서 막아 내도록 해야 한다.","['사람', '걱정', '준비', '미래']"
괴테,슬픔은 가끔 행운에서 발생한다.,"['슬픔', '행운']"
르네 데카르트,마음의 괴로움은 육체의 고통보다 더 견디기 힘들다. 마음의 목마름은 물을 마셨다고 해서 해갈되지 않는다. 마음의 평온함을 얻은 사람은 자기 자신에게나 타인에게도 따뜻하고 평화롭다. 마음이 선량하면 모든 것이 좋아진다. 마음을 열고 향상시키기 위해서는 명상이 필요하다.,"['마음', '괴로움', '육체', '고통']"
구약 전도서,악한 일에 징벌이 속히 실행되지 않으므로 인생들이 악을 행하기에 마음이 담대하도다.,"['악(evil)', '징벌', '악행']"
셰익스피어,슬픔은 언제나 혼자서는 찾아오지 않는다. 뒤에서 떼를 지어 몰려오는 법이다.,['슬픔']
찰리 채플린,나는 비극을 사랑한다. 나는 비극의 밑바닥에는 무엇인가 아름다운 것이 깔려 있기 때문에 비극을 좋아한다.,['비극']
중국 격언,10년 선행(善行)을 해도 하루의 잘못으로 허사(虛事)가 된다.,"['선행', '잘못']"
B. 디즈레일리,절망이란 어리석은 자의 결론이다.,"['절망', '우자']"
독일 격언,설교를 하는 자는 남의 설교를 듣지 않는다.,['설교']
영국 명언,사람은 감정의 동물이기 때문에 누구나 의견이 엇갈리거나 기분이 상했을 때는 화를 내게 마련이다.,
화를 낼 줄 모른다는 것은 어리석은 사람이다. 그러나 화를 낼 일도 잘 참을 수 있는 사람은 현명하다.,,
화가 날 때는 마음을 차분히 가라앉히고 참아 넘기는 노력이 필요하다.,"['화(Anger)', '사람']",
서양 격언,만족은 천연의 부이다.,"['만족', '부(wealth)']"
소동파,사람의 욕망에는 한이 없다. 그러나 물건이 사람의 욕망을 채워 주는 데는 한도가 있다.,"['욕망', '사람']"
네덜란드 속담,탐욕은 그 입에 흙이 들어갈 때까지는 만족하지 않는다.,"['탐욕', '만족']"
톨스토이,한 사람이 불필요한 것을 많이 가지고 있으면 다른 많은 사람들이 필요한 물건에 불편을 느낀다.,"['불편', '재산', '소유']"
이퇴계,"영욕은 구름 같아 본래 없는 것이요, 부귀는 사람을 핍박하니 두렵지 않을소냐, 아침부터 지저귀는 수풀 속의 새들도 시승의 편을 들어 조롱하며 꾸짖는 것만 같더라.","['영욕', '부귀']"
헤르더,인간 중에서 가장 활동적인 사람은 언제나 욕망이 적은 사람이다.,"['욕망', '사람']"
괴테,사람의 욕망은 내버려 두면 한이 없다. 끝없는 욕망은 차라리 욕망이 없느니만 못하다. 자기 욕망에 한계를 갖는다는 것은 목표를 분명히 가진 것이 된다.,['욕망']
플라톤,욕망의 짐을 너무 짊어지고 있는 사람은 조그마한 기쁨을 사는 데도 괴로워하며 또한 손해를 본다.,['욕망']
구약 시편,의인의 작은 소유가 악인의 풍부함보다 승하도다.,"['악인', '의인', '소유', '재물', '악(evil)']"
구약 잠언,채소를 먹으며 서로 사랑하는 것이 살찐 소를 먹으며 서로 미워하는 것보다 나으리라.,"['사랑', '미움']"
앙드레 지드,욕망의 만족에도 이득이 있는 법이다. 왜냐하면 그럼으로 써 욕망은 증가하는 것이기 때문이다.,['욕망']
석가,대개 도를 닦는 사람은 마른 풀을 가진 것과 같아서 불이 오면 마땅히 피해야 하는 것이다.,
,도인은 욕심을 보거든 마땅히 멀리할 것이다.,"['욕심', '도인']"
앙드레 모루아,행동함이 없이 욕망만 가질 때에는 부패를 낳는다.,"['욕망', '부패']"
에픽테토스,당신이 지금까지 사소한 욕망을 추구하면서 쏟아 온 노력의 반이라도 좋으니까 그러한 욕망을 버리도록 힘써 보아라. 그렇게 함으로써 즉시로 훨씬 더 많은 평화와 행복을 얻을 수 있음을 알게 될 것이다.,['욕망']
B. 존슨,우리의 욕망은 항상 우리의 소유에 비례해서 증가한다.,"['욕망', '소유']"
노자,만족하지 못한다는 것 이상의 불행은 없다. 욕심과 같이 큰 죄악은 없다. 그러므로 모든 정욕에서 벗어난 사람은 항상 만족할 수 있다.,"['만족', '정욕']"
뤼케르트,그대가 가는 길의 끝에 이르면 만족이 있다. 그러나 처음에 만족한 자는 앞으로 나아가지를 못한다.,"['만족', '성장']"
성경,애통하는 자는 복이 있나니 그들은 위로를 받을 것이다.,"['애통', '슬픔']"
괴테,마음을 합하여 같이 행동할 수 있다고 믿었던 인간과 불화를 일으킨다는 것은 가슴 아픈 일이다.,"['불화', '인간관계']"
탈무드,자기 자신의 결점을 반성하고 지는 사람에게는 남의 결점을 보고 있을 틈이 없다.,"['결점', '자기자신']"
보브나르그,"절망은 단지 사람의 비참한 일을 가져올 뿐만 아니라, 사람의 약한 마음을 더욱 참지 못하게 만든다.","['절망', '마음']"
고리키,말로써 슬픔을 덜 수는 없다.,"['슬픔', '말(words)']"
실러,"슬픔을 입 밖에 내지 않고 있으면, 심장은 질식하게 되고 결국에는 터지게 될 것이다.",['슬픔']
회남자 재속훈,"해나 달이 밝게 비추고자 해도 뜬 구름이 가리고, 강물이 맑아지고자 해도 흙이나 모래가 더럽히듯, 사람도 본성대로 허무평평하고자 해도 욕심 때문에 방해를 받는다. 오직 성인만이 외부작용을 배제하고 자기 본성으로 돌아갈 수 있는 것이다.","['욕심', '자기본성']"
인도 격언,"벌레들은 불에 타 죽음도 모르고 불 속으로 날아든다. 물고기는 위험한 줄도 모르고 낚시 끝의 먹이를 문다. 그러나 우리들은 불행의 그물이 있음을 잘 알면서도, 관능적인 향락에서 떠나지를 못한다. 인간의 어리석음에는 한이 없는 것이다.","['향락', '인생살이', '어리석음']"
톨스토이,"분노는 타인에게 있어서도 해로운 것이지만, 분노에 잡혀 있는 자신에게는 더욱 해롭다.",['분노']
성서,욕심이 잉태한 즉 죄를 낳고 죄가 장성한 즉 사망을 낳으니라.,"['욕심', '죄(sin)']"
에픽테토스,이상적 만족의 생활은 금전의 많음에 있지 않고 욕심의 적음에 있다.,"['만족', '생활', '욕심']"
구약 잠언,"웃을 때도 마음에 슬픔이 있고, 즐거움의 끝에도 근심이 있느니라.","['웃음', '슬픔', '즐거움', '근심']"
나옹,"명예를 탐내고 이익을 욕심내어 허덕이던 자, 그 마음 채우지 못하고 헛되이 백발일세.","['명예', '이익', '인생살이']"
J. 파울,"벗이 네게 화를 내거든, 네게 대하여 대단한 친절을 베풀 기회를 만들어 주어라.
그러면 그들의 마음은 풀리지 않을 수 없을 것이며, 다시 너를 사랑하게 될 것이다.","['화(Anger)', '친구', '친절']"
마르쿠스 아우렐리우스,지독히 화가 날 때에는 인생이 얼마나 덧없는가를 생각해 보라.,"['화(Anger)', '분노', '인생']"
『이티붓타카』,"탐욕, 그것은 마음을 속박한다. 탐욕, 그것은 마음을 이리저리 휘몰아 사람들로 하여금 오래도록 미혹한 생을 떠돌게 한다. 나는 이보다 더한 속박을 이제껏 보지 못했다.","['탐욕', '속박']"
논어,"닭을 잡는 데 어째 소를 잡는 큰 칼을 쓸 필요가 있겠는가. 일의 대소, 나라의 대소에 따라서 처리하는 인재도 적당하고 부적당한 자가 있다.",['인재']
논어,덕(德)이 있는 자는 반드시 훌륭한 말을 한다. 그러나 입으로 훌륭한 말을 하는 자가 반드시 덕이 있는 자는 아니다.,"['덕(virtue)', '말(words)']"
논어,덕(德)이 있으면 사람은 결코 외롭지 않는 법이다. 반드시 공명하는 자가 나타나는 것이다. 만일 외롭더라도 그것은 일시적인 것이다.,['덕(virtue)']
논어,도(道)가 없는 나라에서 부하고 귀하게 되는 것은 사람으로서 수치스러운 일이다.,"['도(道)', '국가', '사람', '수치', '도(tao)']"
논어,도리에 맞는 말을 한다면 혹은 군자를 속일 수는 있을지 모른다. 그러나 도리에 벗어난 것으로 군자를 속일 수는 없을 것이다.,"['도리', '군자', '속임']"
논어,될 수 있는 대로 많은 가르침을 들어야 한다. 그러나 그것을 입에서 낼 때에는 참으로 납득한 것만으로 하고 조금이라도 의심스러운 것은 입 밖으로 내는 것을 삼가야 한다. 그렇게 함으로써 비난을 적게 받게 되는 것이다.,"['배움', '말하기', '말(words)']"
고문진보(古文眞寶),가을이 되어 바람이 불지 않아도 잎은 저절로 떨어지고 사람없는 빈 산에 꽃은 붉게 피어 있다.,"['인생살이', '가을']"
고문진보(古文眞寶),국화는 꽃 중에서도 세속을 떠나 숨어서 사는 은둔자와도 같다. 모란은 부자나 귀인과 같이 화려하고 아름답다. 연꽃은 학덕이 높은 군자와 같다.,"['국화', '모란', '연꽃']"
고문진보(古文眞寶),그림을 그리고 있으면 늙은 것을 잊게 된다. 부와 귀 같은 것은 내게 있어서는 뜬구름같은 것이다.,['그림']
고문진보(古文眞寶),"금년도 또 명년도 언제나 변함없는 웃음 즐겁고, 웃음 속에서 날을 보내고 봄바람 가을 달도 그저 등한히 보냈으나 그것도 잠깐 동안, 지금은 이렇게 변한 신세가 되었구나.",['인생살이']
고문진보(古文眞寶),첫가을의 신선한 바람이 들에도 언덕에도 불어오고 있다. 이제 등불 가까이 앉아 독서할 때로다.,"['독서', '가을']"
고문진보(古文眞寶),"하늘은 아버지, 땅은 어머니. 백성은 하늘과 땅이 낳은 형제간이고 천하 만물은 모두 우리들의 친구다.","['백성', '천하만물', '하늘', '땅']"
고문진보(古文眞寶),학문의 수양을 쌓아서 밖으로 나타내는 것은 될 수 있는 대로 적게 한다. 이렇게 하는 것이 학문을 하는 길이다.,['학문']
고문진보(古文眞寶),해가 져서 석양을 보내고 돋아오는 달을 맞이한다.,['인생살이']
고문진보(古文眞寶),나무를 심을 때에는 마치 자식을 기르듯이 조심조심해야 하지만 한 번 심어 두면 마치 버린 것처럼 그대로 두어야 한다. 이것이 나무를 키우는 비결이다.,['나무심기']
고문진보(古文眞寶),"둔한 자는 오래 살고, 뾰족하고 날카로운 자는 일찍 죽는다. 가령 붓은 날카롭고 뾰족하다. 따라서 빨리 못쓰게 된다. 벼루는 둔한 것이라 오래오래 쓸 수가 있다.","['인생살이', '죽음']"
고문진보(古文眞寶),말하지 말아라. 오늘 공부하지 않으면서 내일이 있다고.,"['공부', '오늘', '내일']"
고문진보(古文眞寶),세상 속인들은 내게 어째서 이런 벽산에 살고 있느냐고 묻는다. 나는 웃으면서 대답하지 않지만 마음은 편안하고 한가롭다.,"['인생살이', '마음']"
고문진보(古文眞寶),"술에 취해서 얻은 그 즐거움, 그 재미, 그 좋은 기분을 술 취하지 않고 깨어 있는 사람에게 말해도 소용없는 일이다. 아무리 말해도 그 묘미는 결코 알지 못할 것이기 때문이다.","['술(alcohol)', '음주']"
고문진보(古文眞寶),이 사람은 늪에 있는 용이 구름과 비를 얻으면 하늘에 오르는 것처럼 한 번 세력을 얻으면 결코 범인이 사는 거리에 묻혀 있을 자가 아니다.,"['사람', '세력']"
고문진보(古文眞寶),인생이란 아무리 오래 살아도 백 년이나 살 수는 없다. 이런 짧은 인생에 있어서 우리는 항상 천 년 뒤의 일까지 걱정을 잠시도 잊지 않고 살아가고 있다.,"['인생', '걱정']"
고문진보(古文眞寶),자식을 키우기만 하고 학문의 도를 가르치지 않는 것은 어버이의 잘못이 되고 제자를 훈도하면서 엄하지 못하는 것은 스승된 자의 게으른 정(情)이다.,"['부모', '자녀교육', '스승']"
고문진보(古文眞寶),"젊은 미인의 눈썹이 아무리 아름답다고 한들 그 얼마나 오래 갈 것인가, 잠깐 동안에 백발이 되어 흐뜨러진 실같은 머리털이 될 것을.","['미인', '눈썹', '여자', '나이']"
법구경,성냄보다 더한 독은 없다.,"['성냄', '화(Anger)']"
보에티우스,모든 역경중에서 가장 애처로운 불행은 지금까지 행복했었다는 것이다.,"['역경', '불행', '행복']"
바이런,슬픔은 어진 사람의 스승이다.,"['슬픔', '지식']"
몽테뉴,"노여움이 가라앉아 냉정을 되찾으면 모든 것이 달라 보인다.
갑자기 성이 났을 때에는 명령하는 것도 걱정으로 화하고, 말하는 것도 걱정이 돼 버리며, 내 자신을 찾을 수 없다.","['노여움', '화(Anger)', '분노']"
구약 욥기,분노가 미련한 자를 죽이고 시기가 어리석은 자를 멸하느니라.,"['분노', '시기']"
셰익스피어,후회하다! 그것이야말로 비겁하고 나약한 것이다.,"['후회', '비겁']"
메타스타시오,"극도의 슬픔은 오래 계속되지 않는다. 어떠한 사람이라도 슬픔에 지쳐 버리거나, 익숙해지고 말 것이다.",['슬픔']
러셀,"우리는 남이 우리의 의견이나 판단에 반대할 때에는 화를 낸다.
그러나 그 화내는 근원을 잘 살펴보면, 우리의 의견이나 판단이 정당하다는 완전한 확신은 없다.","['의견 반대', '화(Anger)']"
오스카 와일드,"슬픔은 인간이 가질 수 있는 정서 가운데 최고의 것이고, 동시에 모든 예술의 전형이요, 시금석임을 이제야 나는 알았다.","['슬픔', '예술']"
W.R. 앨저,사아디가 노래하듯이 가난한 자 열명은 돗자리 하나에서 평화롭게 잠들지만 아무리 넓은 제국도 두 군주에게는 너무나 좁다.,"['인생살이', '가난', '군주', '욕심']"
셰익스피어,최상의 환경에서도 만족이 없으면 번민에 가득찬 생활을 한다. 그러한 환경은 만족하고 있는 최하의 환경보다 더 나쁘다.,"['만족', '사람환경']"
쇼펜하우어,재물은 바닷물과 같은 것으로서 많이 마시면 마실수록 목이 마른다. 인생이란 불만과 권태 사이를 오가는 시계추이다.,"['재물', '부(wealth)', '인생']"
단테,극도의 슬픔은 우리들을 다시 하나님께 맺어 준다.,"['슬픔', '하나님', '신(god)']"
셰익스피어,남도 같은 슬픔으로 괴로워하고 있다고 생각하면 마음의 상처는 낫지 않더라도 기분은 편해진다.,"['슬픔', '마음', '동질감']"
모로아,미리 생각할 수도 없는 앞날의 비극을 상상해서 자기를 불행하게 만들지 말라.,"['비극', '상상', '불행']"
G. 네이던,생활에 있어서는 언제나 만족하라. 그러나 자기 자신에는 만족하지 말라.,"['만족', '생활', '자기자신']"
조지 헨리 루이스,슬픔의 유일한 치료제는 행동이다.,['슬픔']
도쿠가와 이에야스,노여움은 적이라고 생각하라.,"['노여움', '분노']"
이어령,이유 없는 슬픔이란 게 있다. 그것은 탄생 이전 먼 태초에 있었던 인간의 슬픔을 회억하는 것이다.,['슬픔']
세네카,분노할 때 자신을 억제하려면 다른 사람이 분노할 때 그것을 자세히 관찰해 보라.,"['분노', '화(anger)', '자기자신']"
김남조,강한 이의 슬픔은 아름답다.,"['슬픔', '강자']"
증자,나는 날마다 세 가지를 스스로 반성한다. 남을 위하여 일을 도모함에 성실을 다하였던가? 친구와 더불어 사귀되 신의가 있었던가? 몸에 익히지 못한 것을 남에게 가르쳤던가?,['반성']
윌리엄 펜,분노하여 가하는 일격은 종국에 우리 자신을 때린다.,"['분노', '화(Anger)', '자기자신']"
플루타크,분노를 억제하지 못하는 것은 수양이 부족한 표시이다.,"['화(Anger)', '분노', '수양']"
D. W. 제롤드,만족은 가난한 사람의 은행이다.,"['만족', '가난']"
파스칼,"시간은 슬픔과 싸움을 어루만져 준다. 그것은 우리가 변화하기 때문이다. 우리들은 이미 같은 사람들이 아니기 때문이다. 해한 사람이나, 해를 받는 사람이나, 이미 이전의 같은 사람들이 아닌 것이다.","['시간', '슬픔', '사람']"
앙드레 말로,"인간의 본질은 고뇌이며 자신의 숙명에 대한 의식이다. 그 결과 모든 공포, 죽음의 공포까지도 거기서 생긴다.","['인간', '고뇌']"
키케로,같은 돌에 두 번 넘어지면 세상의 웃음거리가 된다.,"['인생살이', '실수']"
공자,"자기 반성은 엄중히 하고, 다른 사람 책함을 경하게 하면 남의 원망이 멀어진다.","['자기반성', '원망']"
사르트르,인간의 생활은 절망의 저편에서 시작된다.,"['절망', '생활']"
트웨인,화가 나면 넷까지 셀 것. 미칠 듯이 화가 나면 이 말을 기억하라.,"['화(Anger)', '분노']"
세르반테스,"희생이 많이 들어갈수록 그 가치는 존중된다. 특히 학문에서 경지에 오르기 위해서는 수많은 밤샘과 굶주림, 누추함, 현기증, 그리고 소화불량을 겪어야 한다. 그러나 전쟁에서 훌륭한 군인이 되기 위해서는 더 많은 희생을 치뤄야 한다. 그는 한 발, 한 발 내디딜 때마다 생사의 갈림길에 내몰리기 때문이다.","['희생', '가치', '학문']"
세르반테스,빵이 있다면 어떠한 슬픔도 견디어 갈 수 있다. 조금이라도 슬픔으로 말미암아 맛이 싱거워진 일이 없을 만큼 순수한 행복이 찾아 온다는 것은 좀처럼 있는 일이 아니다.,"['빵', '슬픔', '행복']"
E. 스펜서,가장 고귀한 정신만이 최선의 만족을 안다.,"['정신', '만족']"
디즈레일리,인간은 환경의 산물이 아니다. 인간이 환경을 만든다.,"['인간', '환경', '사람환경']"
공자,"새는 궁(窮)하면 아무 것이나 쪼아먹게 되며, 짐승은 궁하면 사람을 해치게 되며, 사람이 궁하면 거짓말을 하게 된다.",['거짓말']
이솝,한 번 거짓말쟁이로 인식되면 아무리 진지한 표정으로 옳은 말을 한다해도 아무도 믿지 않는다.,['거짓말쟁이']
클라이스트,습관이 된 악덕은 근절할 수 없다.,"['악덕', '덕(virtue)']"
작자미상,걱정해도 소용없는 걱정으로부터 자기를 해방시켜라! 그것이 마음의 평화를 얻는 가장 가까운 길이다.,"['걱정', '평화']"
잭 템프시,과거는 잊어버리고 다른 일에 몰두하자. 이것이 고민의 해결이다.,['고민해결']
뉴욕 타임즈,슬픔이란 자기 연민의 표출입니다. 그러나 우리는 계속 싸워 나가야 합니다.,['슬픔']
실스,연인들의 분노는 사랑의 힘을 갱신한다.,"['연인', '분노', '사랑']"
이율곡,언제나 홀로 있을 때를 삼가라. 이 생각을 마음속에 새겨두고 그 생각을 게을리 하지 않으면 모든 그릇된 생각이 자연 일어나지 아니 할 것이다.,['인생살이']
플라톤,자기에게 이긴다는 것은 승리 중의 최고의 것이다.,"['승리', '자기자신', '자기극복']"
호메로스,"죄악에는 허다한 도구가 있지만, 그 모든 것에 공통적으로 적용하는 것은 거짓말이다.","['죄악', '죄(sin)', '악(evil)', '거짓말']"
프랭클린,사람의 성품 중에 가장 뿌리깊은 것은 교만이다. 나는 지금 누구에게나 겸손할 수 있다고 자랑하고 있는데 이것도 하나의 교만이다. 자기가 겸손을 의식하는 동안에는 아직 교만의 뿌리가 남아 있는 증거이다.,"['교만', '겸손']"
라 로슈푸코,사람들은 불행을 막는다고 해서 장차 있을지 모를 불행까지 미리 걱정한다. 그러나 정말 불행을 막는 사람은 장차 있을 불행보다도 눈앞에 닥친 불행부터 견디어 나가는 데 정신을 쏟는다.,['불행']
서양격언,화를 낼줄 모르는 것은 바보이고 화를 내지 않는 것은 현명한 사람이다.,"['화(Anger)', '사람']"
헤세,"신이 우리들을 죽이기 위하여 절망을 보내는 것은 아니다. 신이 그것을 우리에게 주시는 것은, 우리 안에 새로운 생명을 불러일으키기 위해서이다.","['절망', '신(god)']"
파스칼,"고민하면서 길을 찾는 사람들, 그들이 참된 인간상이다.","['고민', '인간']"
오스카 와일드,"슬픔이야말로 인생과 예술, 양자간에 있어서의 궁극적인 전형인 것이다.","['슬픔', '인생', '예술']"
J.H.D. 초케,어떠한 일의 슬픔이 크다기보다는 그 슬픔을 두려워하는 마음이 더 커서 슬픔이 확대되고 있다. 사실 그 슬픔을 따져 보면 능히 견딜 만한 것인데 그 사태에 대한 공연한 공포심으로 해서 슬픔이 현미경적으로 확대되고 있다. 하늘은 견딜 수 없는 슬픔을 인간에게 주지는 않았던 것이다.,"['슬픔', '인간', '신(god)']"
마르셀 프루스트,고뇌는 철저하게 경험하는 것에 의해서만 치유될 수 있다.,['고뇌']
니체,이것은 니체가 술을 마시고서 즐겨 암송한 구절이다. <짜라투스트라는 말했다>에 나오는 구절이다. 성난 사람만치 거짓말쟁이는 없다.,['거짓말쟁이']
몽테뉴,분노는 기묘한 용법을 가지고 있다. 다른 모든 무기는 사람이 그것을 이용하지만 이 무기만큼은 스스로 사람을 이용한다.,['분노']
니체,악이란 무엇이냐? 약함으로 인해서 생기는 일체의 것.,"['악(evil)', '약함']"
루소,과실은 부끄러운 일이다. 그러나 과실을 고치는 것은 부끄러운 일이 아니다.,"['과실', '실수', '부끄러움']"
톨스토이,사랑이란 자기희생이다. 이것은 우연에 의존하지 않는 유일한 행복이다.,"['사랑', '자기희생', '행복']"
탈무드,한 자루의 양초로 많은 양초에 불을 옮겨 붙이더라도 첫 양초의 빛은 흐려지지 않는다.,"['양초', '빛(light)']"
베토벤,증오는 그 마음을 품는 자에게 다시 돌아온다.,['증오']
존 란카스터 스팔딩,"걱정은 출처가 무엇이건 간에 우리를 약화시키는 것이요, 용기를 앗아가는 것이요, 그리고 인생을 단축시키는 것이다.",['걱정']
